Date,Open,High,Low,Close,Adj Close,Volume,ticker
2003-03-03,46.38999938964844,46.619998931884766,45.70000076293945,45.779998779296875,27.045063018798828,2123500,LMT
2003-03-04,45.790000915527344,46.45000076293945,44.90999984741211,46.08000183105469,27.222272872924805,2535100,LMT
2003-03-05,44.209999084472656,45.900001525878906,42.560001373291016,45.08000183105469,26.631519317626953,4945000,LMT
2003-03-06,45.09000015258789,45.20000076293945,44.09000015258789,44.56999969482422,26.330223083496094,5266300,LMT
2003-03-07,44.56999969482422,44.56999969482422,43.0,43.560001373291016,25.733558654785156,5048900,LMT
2003-03-10,43.56999969482422,43.599998474121094,42.20000076293945,42.31999969482422,25.001022338867188,4096200,LMT
2003-03-11,42.5,42.68000030517578,41.060001373291016,41.130001068115234,24.298015594482422,4050600,LMT
2003-03-12,41.310001373291016,42.099998474121094,40.63999938964844,41.5,24.5166072845459,5141100,LMT
2003-03-13,42.349998474121094,43.2599983215332,41.869998931884766,43.209999084472656,25.52680015563965,3707200,LMT
2003-03-14,44.31999969482422,45.9900016784668,44.15999984741211,45.189998626708984,26.696491241455078,4111600,LMT
2003-03-17,45.79999923706055,47.2400016784668,45.5099983215332,46.95000076293945,27.736251831054688,4840100,LMT
2003-03-18,47.099998474121094,48.0,47.0,47.31999969482422,27.954843521118164,3544900,LMT
2003-03-19,48.0,48.970001220703125,47.650001525878906,48.29999923706055,28.53377342224121,3375300,LMT
2003-03-20,48.630001068115234,48.7400016784668,46.63999938964844,46.849998474121094,27.677165985107422,3690500,LMT
2003-03-21,46.849998474121094,47.06999969482422,43.560001373291016,45.40999984741211,26.826475143432617,8377900,LMT
2003-03-24,45.40999984741211,46.810001373291016,45.40999984741211,46.40999984741211,27.417234420776367,3100300,LMT
2003-03-25,46.220001220703125,46.439998626708984,45.02000045776367,45.959999084472656,27.151384353637695,2809500,LMT
2003-03-26,46.29999923706055,47.04999923706055,45.75,46.25,27.32271957397461,2480400,LMT
2003-03-27,46.150001525878906,47.470001220703125,45.90999984741211,47.25,27.913480758666992,2968700,LMT
2003-03-28,47.29999923706055,48.25,47.029998779296875,48.13999938964844,28.43923568725586,3308700,LMT
2003-03-31,47.75,47.9900016784668,47.0,47.54999923706055,28.090709686279297,2786200,LMT
2003-04-01,47.45000076293945,48.18000030517578,47.400001525878906,47.650001525878906,28.1497802734375,2806700,LMT
2003-04-02,47.65999984741211,47.939998626708984,46.5,47.65999984741211,28.155689239501953,2942300,LMT
2003-04-03,47.79999923706055,48.119998931884766,47.45000076293945,47.880001068115234,28.28565788269043,2334700,LMT
2003-04-04,47.880001068115234,47.93000030517578,46.04999923706055,46.599998474121094,27.529481887817383,2849600,LMT
2003-04-07,46.459999084472656,46.459999084472656,45.310001373291016,45.54999923706055,26.909183502197266,3782200,LMT
2003-04-08,45.119998931884766,45.47999954223633,44.97999954223633,45.09000015258789,26.63742446899414,2423300,LMT
2003-04-09,45.09000015258789,46.209999084472656,44.77000045776367,45.349998474121094,26.791040420532227,2037300,LMT
2003-04-10,45.36000061035156,45.36000061035156,44.29999923706055,44.75,26.436574935913086,2576900,LMT
2003-04-11,44.630001068115234,44.72999954223633,43.70000076293945,44.11000061035156,26.05848503112793,2279700,LMT
2003-04-14,43.79999923706055,44.650001525878906,43.31999969482422,44.5,26.288875579833984,2917700,LMT
2003-04-15,44.630001068115234,44.630001068115234,43.650001525878906,44.4900016784668,26.282976150512695,2111400,LMT
2003-04-16,44.7400016784668,44.959999084472656,44.099998474121094,44.349998474121094,26.200267791748047,2825100,LMT
2003-04-17,44.349998474121094,45.54999923706055,44.349998474121094,45.36000061035156,26.796934127807617,2073400,LMT
2003-04-21,45.400001525878906,45.95000076293945,45.0,45.25,26.731950759887695,2150700,LMT
2003-04-22,46.0,48.68000030517578,46.0,48.54999923706055,28.681459426879883,5867400,LMT
2003-04-23,48.54999923706055,49.06999969482422,48.040000915527344,48.619998931884766,28.722824096679688,3729900,LMT
2003-04-24,48.61000061035156,49.650001525878906,48.2400016784668,49.150001525878906,29.035926818847656,2303800,LMT
2003-04-25,49.70000076293945,49.90999984741211,49.29999923706055,49.40999984741211,29.189523696899414,2553800,LMT
2003-04-28,49.5,50.689998626708984,49.02000045776367,50.47999954223633,29.821622848510742,2676800,LMT
2003-04-29,50.70000076293945,51.65999984741211,49.54999923706055,50.25,29.685758590698242,2858400,LMT
2003-04-30,50.2400016784668,50.61000061035156,49.41999816894531,50.04999923706055,29.567604064941406,2505100,LMT
2003-05-01,49.5,49.95000076293945,48.61000061035156,48.900001525878906,28.88824462890625,2236000,LMT
2003-05-02,48.90999984741211,50.31999969482422,48.90999984741211,50.220001220703125,29.668033599853516,2273600,LMT
2003-05-05,50.09000015258789,50.189998626708984,48.900001525878906,49.5,29.242673873901367,2187900,LMT
2003-05-06,49.5099983215332,50.13999938964844,49.13999938964844,49.810001373291016,29.42583656311035,2152300,LMT
2003-05-07,49.400001525878906,50.0,48.95000076293945,49.15999984741211,29.04183006286621,2367100,LMT
2003-05-08,49.08000183105469,49.43000030517578,48.380001068115234,48.54999923706055,28.681459426879883,1633500,LMT
2003-05-09,48.5099983215332,48.84000015258789,48.290000915527344,48.84000015258789,28.85279083251953,1738800,LMT
2003-05-12,48.75,49.09000015258789,48.540000915527344,48.91999816894531,28.900049209594727,1640500,LMT
2003-05-13,49.0,50.0,48.75,49.540000915527344,29.26630973815918,1574900,LMT
2003-05-14,49.540000915527344,49.72999954223633,49.130001068115234,49.56999969482422,29.28404998779297,1018100,LMT
2003-05-15,49.4900016784668,49.77000045776367,49.099998474121094,49.400001525878906,29.183603286743164,1674900,LMT
2003-05-16,49.0,49.38999938964844,48.61000061035156,49.0,28.947317123413086,1774200,LMT
2003-05-19,48.849998474121094,48.849998474121094,47.599998474121094,47.66999816894531,28.16160011291504,1564300,LMT
2003-05-20,47.939998626708984,48.040000915527344,46.75,47.369998931884766,27.984359741210938,2063300,LMT
2003-05-21,47.29999923706055,47.369998931884766,46.70000076293945,47.369998931884766,27.984359741210938,1763900,LMT
2003-05-22,47.25,48.0,47.060001373291016,47.709999084472656,28.185213088989258,1489700,LMT
2003-05-23,47.75,48.16999816894531,47.119998931884766,47.93000030517578,28.315195083618164,1648200,LMT
2003-05-27,47.849998474121094,48.810001373291016,47.45000076293945,48.40999984741211,28.598756790161133,1605200,LMT
2003-05-28,48.20000076293945,48.25,46.790000915527344,47.099998474121094,27.824867248535156,2510400,LMT
2003-05-29,47.099998474121094,47.2400016784668,46.119998931884766,46.560001373291016,27.57611656188965,3288100,LMT
2003-05-30,46.52000045776367,47.70000076293945,45.93000030517578,46.41999816894531,27.493192672729492,3504100,LMT
2003-06-02,46.619998931884766,47.4900016784668,46.34000015258789,46.72999954223633,27.676790237426758,1869900,LMT
2003-06-03,46.599998474121094,46.83000183105469,45.93000030517578,46.0,27.24443244934082,2265100,LMT
2003-06-04,46.0,46.16999816894531,45.29999923706055,45.79999923706055,27.125988006591797,2878300,LMT
2003-06-05,45.20000076293945,46.810001373291016,45.0,45.45000076293945,26.918685913085938,3219800,LMT
2003-06-06,45.849998474121094,47.18000030517578,45.810001373291016,46.40999984741211,27.48725700378418,3619600,LMT
2003-06-09,46.41999816894531,47.25,46.150001525878906,46.5,27.54056739807129,1947100,LMT
2003-06-10,46.5,47.119998931884766,45.59000015258789,46.5,27.54056739807129,2515100,LMT
2003-06-11,46.689998626708984,48.150001525878906,46.560001373291016,48.09000015258789,28.48227882385254,2379300,LMT
2003-06-12,48.16999816894531,48.79999923706055,47.880001068115234,48.41999816894531,28.677732467651367,2444300,LMT
2003-06-13,48.79999923706055,48.9900016784668,47.599998474121094,47.900001525878906,28.369741439819336,1316900,LMT
2003-06-16,47.900001525878906,48.95000076293945,47.849998474121094,48.72999954223633,28.861347198486328,1195400,LMT
2003-06-17,48.95000076293945,49.25,48.5,49.06999969482422,29.062711715698242,2542000,LMT
2003-06-18,49.08000183105469,49.88999938964844,48.869998931884766,49.650001525878906,29.40622329711914,2677400,LMT
2003-06-19,49.880001068115234,49.939998626708984,49.0099983215332,49.15999984741211,29.116004943847656,1825700,LMT
2003-06-20,49.15999984741211,49.25,48.599998474121094,48.630001068115234,28.80210304260254,2950600,LMT
2003-06-23,48.849998474121094,48.9900016784668,47.439998626708984,48.209999084472656,28.553356170654297,1966700,LMT
2003-06-24,47.83000183105469,49.029998779296875,47.83000183105469,48.459999084472656,28.701431274414062,1742600,LMT
2003-06-25,49.099998474121094,49.2400016784668,47.95000076293945,48.119998931884766,28.50004768371582,1201000,LMT
2003-06-26,48.2599983215332,48.619998931884766,47.720001220703125,47.849998474121094,28.340133666992188,1570000,LMT
2003-06-27,47.849998474121094,47.93000030517578,47.2599983215332,47.52000045776367,28.14469337463379,1745200,LMT
2003-06-30,47.72999954223633,48.220001220703125,47.56999969482422,47.56999969482422,28.174306869506836,1602200,LMT
2003-07-01,47.79999923706055,48.58000183105469,47.470001220703125,48.45000076293945,28.69550132751465,1466800,LMT
2003-07-02,48.369998931884766,48.810001373291016,47.900001525878906,48.810001373291016,28.908706665039062,1435000,LMT
2003-07-03,48.27000045776367,48.63999938964844,48.16999816894531,48.400001525878906,28.665884017944336,837500,LMT
2003-07-07,48.70000076293945,48.95000076293945,47.56999969482422,48.08000183105469,28.47635841369629,2124300,LMT
2003-07-08,47.900001525878906,48.189998626708984,46.849998474121094,48.029998779296875,28.44675064086914,3648400,LMT
2003-07-09,47.91999816894531,48.34000015258789,47.599998474121094,47.88999938964844,28.363821029663086,1966100,LMT
2003-07-10,47.79999923706055,48.650001525878906,47.5099983215332,48.650001525878906,28.81395721435547,2553900,LMT
2003-07-11,49.02000045776367,49.5,48.7400016784668,49.380001068115234,29.246301651000977,2404500,LMT
2003-07-14,49.97999954223633,49.9900016784668,48.5099983215332,48.650001525878906,28.81395721435547,1608100,LMT
2003-07-15,48.54999923706055,49.61000061035156,48.5,49.29999923706055,29.198928833007812,2230300,LMT
2003-07-16,49.279998779296875,50.349998474121094,49.279998779296875,50.09000015258789,29.666820526123047,2414100,LMT
2003-07-17,50.20000076293945,50.810001373291016,49.779998779296875,50.220001220703125,29.743816375732422,2482100,LMT
2003-07-18,50.75,52.08000183105469,50.599998474121094,52.04999923706055,30.827674865722656,2674000,LMT
2003-07-21,52.75,52.790000915527344,51.279998779296875,52.29999923706055,30.975736618041992,2620300,LMT
2003-07-22,52.29999923706055,53.599998474121094,51.400001525878906,53.400001525878906,31.62722396850586,3648600,LMT
2003-07-23,53.38999938964844,53.70000076293945,52.619998931884766,53.380001068115234,31.615392684936523,1609600,LMT
2003-07-24,54.97999954223633,55.0,51.54999923706055,51.54999923706055,30.531536102294922,4096100,LMT
2003-07-25,51.849998474121094,53.04999923706055,51.400001525878906,53.0,31.390329360961914,3049000,LMT
2003-07-28,53.56999969482422,54.20000076293945,53.099998474121094,53.459999084472656,31.66277503967285,3012500,LMT
2003-07-29,53.33000183105469,53.720001220703125,52.45000076293945,52.54999923706055,31.123804092407227,1649900,LMT
2003-07-30,52.70000076293945,53.099998474121094,52.310001373291016,52.45000076293945,31.064586639404297,1863500,LMT
2003-07-31,52.650001525878906,53.0,52.20000076293945,52.34000015258789,30.999435424804688,1571500,LMT
2003-08-01,52.95000076293945,52.95000076293945,51.52000045776367,51.52000045776367,30.51375961303711,1661700,LMT
2003-08-04,51.650001525878906,52.349998474121094,50.63999938964844,51.70000076293945,30.62036895751953,1562600,LMT
2003-08-05,51.08000183105469,51.290000915527344,50.02000045776367,50.16999816894531,29.71420669555664,2302200,LMT
2003-08-06,50.79999923706055,51.79999923706055,50.150001525878906,50.900001525878906,30.146560668945312,1955400,LMT
2003-08-07,50.0,50.439998626708984,49.5099983215332,49.70000076293945,29.43583106994629,6683800,LMT
2003-08-08,50.20000076293945,50.689998626708984,49.779998779296875,50.59000015258789,29.962953567504883,3978400,LMT
2003-08-11,50.650001525878906,50.97999954223633,50.060001373291016,50.58000183105469,29.957033157348633,1474400,LMT
2003-08-12,50.45000076293945,51.11000061035156,50.439998626708984,50.97999954223633,30.193941116333008,1836200,LMT
2003-08-13,50.97999954223633,51.29999923706055,50.290000915527344,50.38999938964844,29.84449577331543,1613100,LMT
2003-08-14,50.33000183105469,50.66999816894531,49.83000183105469,50.4900016784668,29.903736114501953,2552300,LMT
2003-08-15,50.4900016784668,50.68000030517578,50.20000076293945,50.61000061035156,29.974788665771484,567300,LMT
2003-08-18,50.599998474121094,52.16999816894531,50.599998474121094,51.97999954223633,30.786211013793945,2176500,LMT
2003-08-19,52.47999954223633,52.880001068115234,51.130001068115234,51.95000076293945,30.7684383392334,2080100,LMT
2003-08-20,51.95000076293945,52.099998474121094,50.900001525878906,51.040000915527344,30.229480743408203,1539000,LMT
2003-08-21,51.150001525878906,51.77000045776367,50.08000183105469,50.560001373291016,29.9451961517334,2184800,LMT
2003-08-22,50.7599983215332,50.7599983215332,49.79999923706055,49.880001068115234,29.54245376586914,2272700,LMT
2003-08-25,49.650001525878906,50.31999969482422,49.400001525878906,50.31999969482422,29.803043365478516,1490600,LMT
2003-08-26,51.099998474121094,51.529998779296875,50.290000915527344,51.369998931884766,30.4249210357666,2168300,LMT
2003-08-27,51.2400016784668,51.5,50.38999938964844,51.45000076293945,30.472312927246094,1727700,LMT
2003-08-28,50.54999923706055,51.470001220703125,50.5,51.400001525878906,30.51386833190918,2397000,LMT
2003-08-29,51.400001525878906,51.400001525878906,50.790000915527344,51.22999954223633,30.412948608398438,1262000,LMT
2003-09-02,51.099998474121094,51.439998626708984,50.79999923706055,51.400001525878906,30.51386833190918,1412400,LMT
2003-09-03,51.4900016784668,52.279998779296875,51.459999084472656,52.06999969482422,30.911602020263672,2553100,LMT
2003-09-04,52.220001220703125,52.220001220703125,51.2599983215332,51.599998474121094,30.632593154907227,1898800,LMT
2003-09-05,51.279998779296875,52.040000915527344,51.2599983215332,52.0099983215332,30.87599754333496,2115000,LMT
2003-09-08,51.7599983215332,52.45000076293945,51.7599983215332,52.2400016784668,31.012540817260742,1540300,LMT
2003-09-09,52.25,52.349998474121094,51.77000045776367,52.20000076293945,30.988798141479492,2110900,LMT
2003-09-10,51.95000076293945,52.20000076293945,50.90999984741211,51.25,30.4248104095459,2069500,LMT
2003-09-11,51.33000183105469,51.970001220703125,51.040000915527344,51.40999984741211,30.519798278808594,1818300,LMT
2003-09-12,51.58000183105469,51.58000183105469,50.77000045776367,51.11000061035156,30.341711044311523,1409600,LMT
2003-09-15,51.02000045776367,51.18000030517578,50.7599983215332,50.970001220703125,30.25860023498535,1879900,LMT
2003-09-16,50.0,50.15999984741211,49.54999923706055,50.0,29.68274688720703,8760400,LMT
2003-09-17,50.0,50.0,49.58000183105469,49.7599983215332,29.540267944335938,3740800,LMT
2003-09-18,49.75,50.349998474121094,49.54999923706055,49.630001068115234,29.463085174560547,2510800,LMT
2003-09-19,49.400001525878906,49.900001525878906,48.150001525878906,48.70000076293945,28.91098976135254,5422600,LMT
2003-09-22,48.5,48.5,47.52000045776367,47.81999969482422,28.388586044311523,3081000,LMT
2003-09-23,46.619998931884766,46.95000076293945,45.79999923706055,45.970001220703125,27.29031753540039,7642700,LMT
2003-09-24,45.970001220703125,46.5,45.04999923706055,45.099998474121094,26.773845672607422,5153700,LMT
2003-09-25,44.099998474121094,45.630001068115234,44.09000015258789,45.130001068115234,26.79165267944336,5440200,LMT
2003-09-26,45.5,45.900001525878906,44.779998779296875,45.43000030517578,26.969749450683594,3326100,LMT
2003-09-29,45.93000030517578,46.099998474121094,45.599998474121094,45.90999984741211,27.25469970703125,3281800,LMT
2003-09-30,46.13999938964844,46.400001525878906,45.15999984741211,46.150001525878906,27.397174835205078,3039200,LMT
2003-10-01,46.099998474121094,46.43000030517578,45.029998779296875,46.43000030517578,27.563404083251953,2194100,LMT
2003-10-02,46.349998474121094,46.349998474121094,45.349998474121094,46.0099983215332,27.314071655273438,1897600,LMT
2003-10-03,46.560001373291016,47.16999816894531,45.650001525878906,45.70000076293945,27.13003921508789,3041800,LMT
2003-10-06,45.70000076293945,45.70000076293945,45.27000045776367,45.45000076293945,26.981626510620117,2228500,LMT
