1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
3.107884875,3.215345976,3.374882242,2.951669,2.565913126,2.649420629,2.406227032,1.863911247,2.851773364,2.25016222,0.622604944,0.887229189,2.409735327,1.651064469,-1.281419172,1.266891651,0.575068853,1.88990329,4.03454769,5.716390483,8.594619798,8.177347436,6.618160219,8.141088111,6.563326569,6.193860265,5.592237906,5.590382201,6.690686925,6.039749199,4.915346478,3.884238043,3.545617239,4.898309951,6.59399638,6.324073707,6.603364861,7.148178448,6.493426418,6.813424288,4.565847929,3.068642849,2.107310811,1.612310954,2.96050633,4.726089653,5.206759376,3.109920825,2.592428971,2.023885488,1.148425191,1.3540752,1.473254279,1.354775792,2.237075495,2.484530342,2.157869861,2.456470428,3.432388822,2.311078066,-0.869249215
